mutant, status
4529, SURVIVED
4530, SURVIVED
4544, SURVIVED
4552, SURVIVED
4553, SURVIVED
4614, SURVIVED
4615, SURVIVED
4616, SURVIVED
4618, SURVIVED
4619, SURVIVED
4620, SURVIVED
4621, SURVIVED
4622, SURVIVED
4623, SURVIVED
4624, SURVIVED
4625, SURVIVED
4626, SURVIVED
4627, SURVIVED
4628, SURVIVED
4629, SURVIVED
4630, SURVIVED
4631, SURVIVED
4632, SURVIVED
4633, SURVIVED
4634, SURVIVED
4635, SURVIVED
4636, SURVIVED
4637, SURVIVED
4638, SURVIVED
4639, SURVIVED
4640, SURVIVED
4641, SURVIVED
4642, SURVIVED
4643, SURVIVED
4644, SURVIVED
4645, SURVIVED
4646, SURVIVED
4647, SURVIVED
4648, SURVIVED
4649, SURVIVED
4650, SURVIVED
4651, SURVIVED
4664, SURVIVED
4665, SURVIVED
4666, SURVIVED
4667, SURVIVED
4668, SURVIVED
4670, SURVIVED
4671, SURVIVED
4672, SURVIVED
4673, SURVIVED
4674, SURVIVED
4675, SURVIVED
4676, SURVIVED
4677, SURVIVED
4678, SURVIVED
4679, SURVIVED
4680, SURVIVED
4681, SURVIVED
4682, SURVIVED
4683, SURVIVED
5075, SURVIVED
8314, SURVIVED
8330, SURVIVED
8336, SURVIVED
