mutant, status
8343, STDERR_DIFF_KILL
8344, STDOUT_DIFF_KILL
8345, SURVIVED
8346, TIMEOUT_KILL
8347, SURVIVED
8348, STDOUT_DIFF_KILL
8349, TIMEOUT_KILL
8350, SURVIVED
8351, SURVIVED
8352, SURVIVED
8353, SURVIVED
8354, SURVIVED
8355, SURVIVED
8356, SURVIVED
8357, SURVIVED
8358, SURVIVED
8359, SURVIVED
8360, SURVIVED
8361, SURVIVED
8362, SURVIVED
8363, SURVIVED
8364, SURVIVED
8365, SURVIVED
8366, SURVIVED
8367, SURVIVED
8368, SURVIVED
8369, SURVIVED
8370, SURVIVED
8371, SURVIVED
8372, SURVIVED
8373, SURVIVED
8374, RETURNCODE_DIFF_KILL
8375, SURVIVED
8376, SURVIVED
8377, RETURNCODE_DIFF_KILL
8378, SURVIVED
8379, SURVIVED
8380, SURVIVED
8381, SURVIVED
