mutant, status
13, SURVIVED
14, SURVIVED
15, SURVIVED
993, SURVIVED
994, SURVIVED
995, SURVIVED
996, SURVIVED
997, SURVIVED
998, SURVIVED
999, SURVIVED
1000, SURVIVED
1001, SURVIVED
1002, SURVIVED
1003, SURVIVED
1004, SURVIVED
1005, SURVIVED
1006, SURVIVED
1007, SURVIVED
1008, SURVIVED
1009, SURVIVED
1010, SURVIVED
1011, SURVIVED
1012, SURVIVED
1013, SURVIVED
1014, SURVIVED
1015, SURVIVED
1016, SURVIVED
1017, SURVIVED
1018, SURVIVED
1019, SURVIVED
1020, SURVIVED
1021, SURVIVED
1022, SURVIVED
1023, SURVIVED
1024, SURVIVED
1025, SURVIVED
1026, SURVIVED
1027, SURVIVED
1028, SURVIVED
1029, SURVIVED
1030, SURVIVED
1031, SURVIVED
1032, SURVIVED
1033, SURVIVED
1034, SURVIVED
1035, SURVIVED
1036, SURVIVED
1037, SURVIVED
1038, SURVIVED
1039, SURVIVED
1040, SURVIVED
1041, SURVIVED
1042, SURVIVED
1043, SURVIVED
1044, SURVIVED
1045, SURVIVED
1046, SURVIVED
1047, SURVIVED
1048, SURVIVED
1049, SURVIVED
1050, SURVIVED
1051, SURVIVED
1052, SURVIVED
1053, SURVIVED
1054, SURVIVED
1055, SURVIVED
1056, SURVIVED
1057, SURVIVED
1058, SURVIVED
1059, SURVIVED
1060, SURVIVED
1061, SURVIVED
1111, SURVIVED
1112, SURVIVED
1113, SURVIVED
1114, SURVIVED
1115, SURVIVED
1116, SURVIVED
1117, SURVIVED
1118, SURVIVED
1119, SURVIVED
1120, SURVIVED
1121, SURVIVED
1122, SURVIVED
1123, SURVIVED
1124, SURVIVED
1125, SURVIVED
1126, SURVIVED
1127, SURVIVED
1128, SURVIVED
1129, SURVIVED
1130, SURVIVED
1131, SURVIVED
1132, SURVIVED
1133, SURVIVED
1134, SURVIVED
1135, SURVIVED
1136, SURVIVED
1137, SURVIVED
1138, SURVIVED
1139, SURVIVED
1140, SURVIVED
1141, SURVIVED
1142, SURVIVED
1143, SURVIVED
1144, SURVIVED
1159, SURVIVED
1160, SURVIVED
1161, SURVIVED
1162, SURVIVED
1163, SURVIVED
1164, SURVIVED
1165, SURVIVED
1166, SURVIVED
1167, SURVIVED
1168, SURVIVED
1169, SURVIVED
1170, SURVIVED
1171, SURVIVED
1226, SURVIVED
1227, SURVIVED
1228, SURVIVED
1229, SURVIVED
1230, SURVIVED
1231, SURVIVED
1232, SURVIVED
1233, SURVIVED
1234, SURVIVED
1235, SURVIVED
1236, SURVIVED
