mutant, status
888, SURVIVED
889, SURVIVED
890, SURVIVED
891, INIT_DB_FAIL
892, SURVIVED
893, SURVIVED
894, INIT_DB_FAIL
895, SURVIVED
896, INIT_DB_FAIL
897, INIT_DB_FAIL
898, INIT_DB_FAIL
899, SURVIVED
900, INIT_DB_FAIL
901, INIT_DB_FAIL
902, INIT_DB_FAIL
903, INIT_DB_FAIL
1171, SURVIVED
1172, SURVIVED
1173, INIT_DB_FAIL
1560, SURVIVED
1561, SURVIVED
1563, SURVIVED
1564, SURVIVED
1565, SURVIVED
1566, SURVIVED
1567, SURVIVED
5335, SURVIVED
5336, SURVIVED
5337, SURVIVED
5338, SURVIVED
6160, SURVIVED
6161, SURVIVED
6162, SURVIVED
6163, SURVIVED
6164, SURVIVED
6165, SURVIVED
6166, SURVIVED
6167, SURVIVED
6168, SURVIVED
6169, SURVIVED
6170, SURVIVED
6172, SURVIVED
6174, SURVIVED
6175, SURVIVED
6176, SURVIVED
6483, SURVIVED
6484, SURVIVED
6486, SURVIVED
6487, SURVIVED
6488, SURVIVED
6489, SURVIVED
6490, SURVIVED
6502, SURVIVED
6503, SURVIVED
6504, SURVIVED
6505, SURVIVED
6506, SURVIVED
6507, SURVIVED
6508, SURVIVED
6509, SURVIVED
6510, SURVIVED
6511, SURVIVED
6512, SURVIVED
6513, SURVIVED
6514, SURVIVED
6515, SURVIVED
6516, SURVIVED
6517, SURVIVED
6518, SURVIVED
6519, SURVIVED
6576, SURVIVED
6577, SURVIVED
6578, SURVIVED
6579, SURVIVED
6580, SURVIVED
6581, SURVIVED
6582, SURVIVED
6583, SURVIVED
6584, SURVIVED
6585, SURVIVED
6586, SURVIVED
6587, SURVIVED
6588, SURVIVED
6589, SURVIVED
6590, SURVIVED
6591, SURVIVED
6592, SURVIVED
6593, SURVIVED
6594, SURVIVED
6595, SURVIVED
6596, SURVIVED
6597, SURVIVED
6598, SURVIVED
6599, SURVIVED
6600, SURVIVED
6601, SURVIVED
6602, SURVIVED
6603, SURVIVED
6604, SURVIVED
6605, SURVIVED
6606, SURVIVED
6607, SURVIVED
6608, SURVIVED
6609, SURVIVED
6610, SURVIVED
6611, SURVIVED
6612, SURVIVED
6613, SURVIVED
6614, SURVIVED
6615, SURVIVED
6616, SURVIVED
6617, SURVIVED
6618, SURVIVED
6619, SURVIVED
6620, SURVIVED
6621, SURVIVED
6622, SURVIVED
6623, SURVIVED
6624, SURVIVED
6625, SURVIVED
6626, SURVIVED
6627, SURVIVED
6628, SURVIVED
6629, SURVIVED
6630, SURVIVED
6631, SURVIVED
6632, SURVIVED
