mutant, status
104, SURVIVED
105, SURVIVED
106, SURVIVED
107, SURVIVED
108, SURVIVED
109, SURVIVED
110, SURVIVED
111, SURVIVED
112, SURVIVED
113, SURVIVED
114, SURVIVED
115, SURVIVED
116, SURVIVED
117, SURVIVED
118, SURVIVED
119, SURVIVED
120, SURVIVED
121, SURVIVED
122, SURVIVED
123, SURVIVED
124, SURVIVED
125, SURVIVED
126, SURVIVED
127, SURVIVED
128, SURVIVED
129, SURVIVED
130, SURVIVED
131, SURVIVED
132, SURVIVED
133, SURVIVED
134, SURVIVED
135, SURVIVED
136, SURVIVED
137, SURVIVED
138, SURVIVED
139, SURVIVED
140, SURVIVED
141, SURVIVED
142, SURVIVED
143, SURVIVED
144, SURVIVED
145, SURVIVED
146, SURVIVED
147, SURVIVED
148, SURVIVED
149, SURVIVED
150, SURVIVED
151, SURVIVED
152, SURVIVED
153, SURVIVED
154, SURVIVED
155, SURVIVED
156, SURVIVED
157, SURVIVED
158, SURVIVED
159, SURVIVED
160, SURVIVED
161, SURVIVED
162, SURVIVED
163, SURVIVED
164, SURVIVED
165, SURVIVED
166, SURVIVED
167, SURVIVED
168, SURVIVED
169, SURVIVED
170, SURVIVED
171, SURVIVED
172, SURVIVED
173, SURVIVED
174, SURVIVED
175, SURVIVED
176, SURVIVED
177, SURVIVED
178, SURVIVED
179, SURVIVED
180, SURVIVED
181, SURVIVED
182, SURVIVED
183, SURVIVED
184, SURVIVED
185, SURVIVED
186, SURVIVED
187, SURVIVED
188, SURVIVED
189, SURVIVED
190, SURVIVED
191, SURVIVED
