mutant, status
23878, SURVIVED
23879, SURVIVED
23880, SURVIVED
52921, INIT_DB_FAIL
52922, INIT_DB_FAIL
53273, INIT_DB_FAIL
53274, INIT_DB_FAIL
53277, INIT_DB_FAIL
53278, INIT_DB_FAIL
53282, INIT_DB_FAIL
53283, INIT_DB_FAIL
53286, INIT_DB_FAIL
53287, INIT_DB_FAIL
53289, INIT_DB_FAIL
53290, INIT_DB_FAIL
53292, SURVIVED
53293, INIT_DB_FAIL
53294, INIT_DB_FAIL
53295, SURVIVED
53296, INIT_DB_FAIL
53297, INIT_DB_FAIL
53298, SURVIVED
53299, SURVIVED
53300, INIT_DB_FAIL
53301, INIT_DB_FAIL
53302, SURVIVED
53303, INIT_DB_FAIL
105082, SURVIVED
105083, SURVIVED
105084, SURVIVED
105085, SURVIVED
105086, SURVIVED
105087, SURVIVED
105088, SURVIVED
105095, SURVIVED
105101, SURVIVED
105102, SURVIVED
105165, SURVIVED
105176, SURVIVED
105177, SURVIVED
105178, SURVIVED
105179, SURVIVED
105180, SURVIVED
105181, SURVIVED
105357, SURVIVED
