mutant, status
2563, SURVIVED
2564, SURVIVED
2565, SURVIVED
2566, SURVIVED
2754, RETURNCODE_DIFF_KILL
2755, RETURNCODE_DIFF_KILL
2756, SURVIVED
2757, SURVIVED
2758, RETURNCODE_DIFF_KILL
4012, SURVIVED
4013, SURVIVED
4014, SURVIVED
4015, SURVIVED
4145, RETURNCODE_DIFF_KILL
4146, RETURNCODE_DIFF_KILL
4147, SURVIVED
4148, RETURNCODE_DIFF_KILL
4149, RETURNCODE_DIFF_KILL
10799, SURVIVED
11026, RETURNCODE_DIFF_KILL
11081, SURVIVED
12367, RETURNCODE_DIFF_KILL
